记录时间:2015-04-21 10:26:03,263 描述 http://localhost:6411/user/login/support/fas123/info?_c_ip=::1
记录时间:2015-04-21 10:48:28,465 描述 http://192.168.1.31:9006/deep-displace/89/daily-data-by-time/y/2015-4-18 00:00:00/2015-4-18 23:59:59?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:28,539 描述 http://192.168.1.31:9006/group/89/sensors?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:42,089 描述 http://192.168.1.31:9006/struct/96/factors?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:42,179 描述 http://192.168.1.31:9006/user/29/structs?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_=1429584522141&_c_ip=::1
记录时间:2015-04-21 10:48:42,354 描述 http://192.168.1.31:9006/user/29/structs?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:42,500 描述 http://192.168.1.31:9006/struct/96/constructInfo/list?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_=1429584522494&_c_ip=::1
记录时间:2015-04-21 10:48:42,635 描述 http://192.168.1.31:9006/struct/96/factors?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_=1429584522624&_c_ip=::1
记录时间:2015-04-21 10:48:42,952 描述 http://192.168.1.31:9006/struct/96/factor/deep-displace/groups?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:43,002 描述 http://192.168.1.31:9006/struct/96/warning-count/unprocessed?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:43,110 描述 http://192.168.1.31:9006/struct/96/warnings/unprocessed?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&startRow=1&endRow=15&_=1429584523104&_c_ip=::1
记录时间:2015-04-21 10:48:43,283 描述 http://192.168.1.31:9006/deep-displace/89/data-by-time/y/2015-04-20 10:48:42/2015-04-21 10:48:42?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:43,283 描述 http://192.168.1.31:9006/deep-displace/89/data-by-depth/y/2015-04-20 10:48:42/2015-04-21 10:48:42?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:43,307 描述 http://192.168.1.31:9006/deep-displace/89/daily-data-by-time/y/2015-4-21 00:00:00/2015-4-21 23:59:59?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:43,470 描述 http://192.168.1.31:9006/deep-displace/89/daily-data-by-time/y/2015-4-20 00:00:00/2015-4-20 23:59:59?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:43,541 描述 http://192.168.1.31:9006/deep-displace/89/daily-data-by-time/y/2015-4-18 00:00:00/2015-4-18 23:59:59?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:43,603 描述 http://192.168.1.31:9006/group/89/sensors?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:47,252 描述 http://192.168.1.31:9006/struct/96/factors?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:47,316 描述 http://192.168.1.31:9006/user/29/structs?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_=1429584527303&_c_ip=::1
记录时间:2015-04-21 10:48:47,491 描述 http://192.168.1.31:9006/user/29/structs?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:47,650 描述 http://192.168.1.31:9006/struct/96/constructInfo/list?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_=1429584527644&_c_ip=::1
记录时间:2015-04-21 10:48:47,794 描述 http://192.168.1.31:9006/struct/96/factors?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_=1429584527788&_c_ip=::1
记录时间:2015-04-21 10:48:47,854 描述 http://192.168.1.31:9006/struct/96/warning-count/unprocessed?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:47,973 描述 http://192.168.1.31:9006/struct/96/warnings/unprocessed?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&startRow=1&endRow=15&_=1429584527960&_c_ip=::1
记录时间:2015-04-21 10:48:48,353 描述 http://192.168.1.31:9006/struct/96/factor/16/sensors?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:48,489 描述 http://192.168.1.31:9006/sensor/1614/data/2015-04-20 10:48:48/2015-04-21 10:48:48?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:54,092 描述 http://192.168.1.31:9006/sensor/1614,1616/data/2015-04-14 10:48:54/2015-04-21 10:48:54/1/minute?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:54,414 描述 http://192.168.1.31:9006/sensor/1614/threshold?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:54,718 描述 http://192.168.1.31:9006/sensor/1614,1616/data/2015-04-14 10:48:54/2015-04-21 10:48:54/1/minute?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:55,018 描述 http://192.168.1.31:9006/sensor/1614/threshold?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:56,379 描述 http://192.168.1.31:9006/struct/96/factor/16/sensors?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:56,472 描述 http://192.168.1.31:9006/sensor/1616/data/2015-04-14 10:48:54/2015-04-21 10:48:54/1/minute?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:48:56,549 描述 http://192.168.1.31:9006/sensor/1616/threshold?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:06,462 描述 http://192.168.1.31:9006/user/29/structs?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:06,628 描述 http://192.168.1.31:9006/struct/62/warnings/unprocessed?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:06,730 描述 http://192.168.1.31:9006/struct/62/factor-status?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:07,053 描述 http://192.168.1.31:9006/struct/62/factors?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:07,108 描述 http://192.168.1.31:9006/struct/62/factor/39/sensors?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:07,234 描述 http://192.168.1.31:9006/sensor/1168/data/2015-4-20 10:49/2015-4-21 10:49?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:07,333 描述 http://192.168.1.31:9006/struct/62/report/day?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:07,394 描述 http://192.168.1.31:9006/struct/62/report/week?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:07,447 描述 http://192.168.1.31:9006/struct/62/report/month?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:07,499 描述 http://192.168.1.31:9006/struct/62/report/year?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:07,912 描述 http://192.168.1.31:9006/structTypeRShell/62?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:07,960 描述 http://192.168.1.31:9006/struct/62/info?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:08,042 描述 http://192.168.1.31:9006/user/29/structs?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:08,207 描述 http://192.168.1.31:9006/struct/62/constructInfo/list?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_=1429584546304&_c_ip=::1
记录时间:2015-04-21 10:49:08,349 描述 http://192.168.1.31:9006/struct/62/factors?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_=1429584546305&_c_ip=::1
记录时间:2015-04-21 10:49:08,623 描述 http://192.168.1.31:9006/struct/62/warning-count/unprocessed?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:08,728 描述 http://192.168.1.31:9006/struct/62/warnings/unprocessed?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&startRow=1&endRow=15&_=1429584546306&_c_ip=::1
记录时间:2015-04-21 10:49:11,828 描述 http://192.168.1.31:9006/struct/62/factors?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:11,894 描述 http://192.168.1.31:9006/user/29/structs?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_=1429584551885&_c_ip=::1
记录时间:2015-04-21 10:49:12,059 描述 http://192.168.1.31:9006/user/29/structs?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:12,231 描述 http://192.168.1.31:9006/struct/62/constructInfo/list?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_=1429584552225&_c_ip=::1
记录时间:2015-04-21 10:49:12,367 描述 http://192.168.1.31:9006/struct/62/factors?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_=1429584552355&_c_ip=::1
记录时间:2015-04-21 10:49:12,501 描述 http://192.168.1.31:9006/struct/62/warning-count/unprocessed?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:12,603 描述 http://192.168.1.31:9006/struct/62/warnings/unprocessed?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&startRow=1&endRow=15&_=1429584552597&_c_ip=::1
记录时间:2015-04-21 10:49:13,218 描述 http://192.168.1.31:9006/struct/62/factor/39/sensors?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:13,405 描述 http://192.168.1.31:9006/struct/62/factor/42/sensors?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:13,493 描述 http://192.168.1.31:9006/sensor/1168/data/2015-04-20 10:49:13/2015-04-21 10:49:13?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:13,551 描述 http://192.168.1.31:9006/sensor/743/data/2015-04-20 10:49:13/2015-04-21 10:49:13?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:13,933 描述 http://192.168.1.31:9006/struct/62/sensor-group/chenjiang?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:14,032 描述 http://192.168.1.31:9006/settle/86/daily-data/2015-04-20 10:49:13/2015-04-21 10:49:13?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:14,035 描述 http://192.168.1.31:9006/settlement/86/daily-report/2015-04-21 00:00:00/2015-04-21 23:59:59/1/info?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_=1429584554030&_c_ip=::1
记录时间:2015-04-21 10:49:14,350 描述 http://192.168.1.31:9006/settlement/86/daily-report/2015-4-20 00:00:00/2015-4-20 23:59:59/1/info?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_=1429584554335&_c_ip=::1
记录时间:2015-04-21 10:49:14,558 描述 http://192.168.1.31:9006/settlement/86/daily-report/2015-4-19 00:00:00/2015-4-19 23:59:59/1/info?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_=1429584554552&_c_ip=::1
记录时间:2015-04-21 10:49:26,526 描述 http://192.168.1.31:9006/sensor/746/data/2015-04-14 10:49:26/2015-04-21 10:49:26/1/minute?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:26,782 描述 http://192.168.1.31:9006/sensor/746/threshold?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:27,045 描述 http://192.168.1.31:9006/sensor/746/data/2015-04-14 10:49:27/2015-04-21 10:49:27/1/minute?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:27,260 描述 http://192.168.1.31:9006/sensor/746/threshold?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:37,944 描述 http://192.168.1.31:9006/struct/62/factor/42/sensors?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:38,053 描述 http://192.168.1.31:9006/sensor/746/data/2015-04-14 10:49:27/2015-04-21 10:49:27/1/minute?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:49:38,148 描述 http://192.168.1.31:9006/sensor/746/threshold?token=0c8c8ed7-0114-4e57-b5e3-b63ebc893e40&_c_ip=::1
记录时间:2015-04-21 10:50:12,378 描述 http://192.168.1.31:9006/user/logout/0c8c8ed7-0114-4e57-b5e3-b63ebc893e40?_c_ip=::1
记录时间:2015-04-21 10:50:20,621 描述 http://192.168.1.31:9006/user/login/guangfo/123456/info?_c_ip=::1
记录时间:2015-04-21 10:50:20,682 描述 http://192.168.1.31:9006/user/29/org/38/structs?token=0e5699d8-dc25-468d-9188-02e305b38a8a&_c_ip=::1
记录时间:2015-04-21 10:50:21,212 描述 http://192.168.1.31:9006/user/29/structs?token=0e5699d8-dc25-468d-9188-02e305b38a8a&_c_ip=::1
记录时间:2015-04-21 10:50:21,407 描述 http://192.168.1.31:9006/struct/62,96/factor-status?token=0e5699d8-dc25-468d-9188-02e305b38a8a&_c_ip=::1
记录时间:2015-04-21 10:50:21,589 描述 http://192.168.1.31:9006/struct/62,96/warn-number/unprocessed?token=0e5699d8-dc25-468d-9188-02e305b38a8a&_c_ip=::1
记录时间:2015-04-21 10:50:21,766 描述 http://192.168.1.31:9006/user/29/structs?token=0e5699d8-dc25-468d-9188-02e305b38a8a&_c_ip=::1
记录时间:2015-04-21 10:50:21,927 描述 http://192.168.1.31:9006/user/29/warning-count/unprocessed?token=0e5699d8-dc25-468d-9188-02e305b38a8a&_c_ip=::1
记录时间:2015-04-21 10:50:22,046 描述 http://192.168.1.31:9006/user/29/warnings/unprocessed?token=0e5699d8-dc25-468d-9188-02e305b38a8a&startRow=1&endRow=15&_c_ip=::1
